"interactorB.id"	"interactorB.approvedSymbol"	"score"	"interactionEvidenceEntries"	"gene"	"biologicalRole"
ENSG00000160803	UBQLN4	0.59	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000134453	RBM17	0.58	 5	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000162772	ATF3	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000119185	ITGB1BP1	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000171566	PLRG1	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000118985	ELL2	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000178928	TPRX1	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000153561	RMND5A	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000064195	DLX3	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000139445	FOXN4	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000144711	IQSEC1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000121481	RNF2	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000087086	FTL	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000135686	KLHL36	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
NA	NA	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000119523	ALG2	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000123154	WDR83	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000240432	KRTAP13-3	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000116459	ATP5PB	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000183640	KRTAP8-1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000179010	MRFAP1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000137098	SPAG8	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000171055	FEZ2	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000012232	EXTL3	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000204842	ATXN2	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000125977	EIF2S2	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000107938	EDRF1	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000060688	SNRNP40	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000166747	AP1G1	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000113595	TRIM23	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000125743	SNRPD2	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000104964	TLE5	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000116039	ATP6V1B1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000106852	LHX6	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
NA	NA	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000153885	KCTD15	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000196372	ASB13	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000054965	FAM168A	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000004455	AK2	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000163602	RYBP	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000104064	GABPB1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000172568	FNDC9	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000134595	SOX3	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000099940	SNAP29	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000143549	TPM3	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000079332	SAR1A	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000109083	IFT20	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000125207	PIWIL1	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000149499	EML3	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000178149	DALRD3	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000078328	RBFOX1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000101199	ARFGAP1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000105372	RPS19	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000072201	LNX1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000150753	CCT5	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000265763	ZNF488	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000091732	ZC3HC1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000099917	MED15	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000132604	TERF2	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000094880	CDC23	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000100029	PES1	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000048991	R3HDM1	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000119599	DCAF4	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000103202	NME4	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000116251	RPL22	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000175115	PACS1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000163374	YY1AP1	0.56	15	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000036672	USP2	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000158792	SPATA2L	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000130560	UBAC1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000120253	NUP43	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000183674	LINC00518	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000110955	ATP5F1B	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000102103	PQBP1	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000131503	ANKHD1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000068079	IFI35	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000166582	CENPV	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000006125	AP2B1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000072134	EPN2	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000168066	SF1	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000240184	PCDHGC3	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000100505	TRIM9	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000165917	RAPSN	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000196470	SIAH1	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000197312	DDI2	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000204264	PSMB8	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000198945	L3MBTL3	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000134107	BHLHE40	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000147403	RPL10	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000196535	MYO18A	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000197261	C6orf141	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000162924	REL	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000146731	CCT6A	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000204389	HSPA1A	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000103275	UBE2I	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000108298	RPL19	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000152348	ATG10	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000126581	BECN1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000172468	HSFY1	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000069764	PLA2G10	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000070950	RAD18	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000155428	TRIM74	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000187079	TEAD1	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000162366	PDZK1IP1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000289731	ENSG00000289731	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000175029	CTBP2	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000183431	SF3A3	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000143889	HNRNPLL	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000110395	CBL	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000114737	CISH	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000187510	PLEKHG7	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000197275	RAD54B	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000099624	ATP5F1D	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000163513	TGFBR2	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000133731	IMPA1	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000079277	MKNK1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000164483	SAMD3	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000129084	PSMA1	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000172977	KAT5	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000086102	NFX1	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000171916	LGALS9C	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000168875	SOX14	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000114107	CEP70	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000157578	LCA5L	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000105953	OGDH	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000173486	FKBP2	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000178988	MRFAP1L1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000212933	KRTAP12-4	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000105392	CRX	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000171989	LDHAL6B	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000184351	KRTAP19-1	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000162869	PPP1R21	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000156976	EIF4A2	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000143442	POGZ	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000141569	TRIM65	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000123444	KBTBD4	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000203880	PCMTD2	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000160602	NEK8	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000102048	ASB9	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000164574	GALNT10	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000091428	RAPGEF4	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000066379	POLR1H	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000168591	TMUB2	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000156395	SORCS3	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000072062	PRKACA	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000204131	NHSL2	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000115806	GORASP2	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000152467	ZSCAN1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000137463	MGARP	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000076321	KLHL20	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000124356	STAMBP	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000120265	PCMT1	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000288701	PRRC2B	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000119541	VPS4B	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000049167	ERCC8	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000179262	RAD23A	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000184900	SUMO3	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000222047	C10orf55	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000169953	HSFY2	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000167770	OTUB1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000182149	IST1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000010810	FYN	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000090061	CCNK	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000162521	RBBP4	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000063177	RPL18	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000073921	PICALM	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000167037	SGSM1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000165280	VCP	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000174748	RPL15	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000142208	AKT1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000165188	RNF183	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000078114	NEBL	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000125835	SNRPB	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000121879	PIK3CA	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000139842	CUL4A	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000125826	RBCK1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000066117	SMARCD1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000135093	USP30	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000233608	TWIST2	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000159377	PSMB4	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000157450	RNF111	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000149532	CPSF7	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000176390	CRLF3	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000092607	TBX15	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000011590	ZBTB32	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000176896	TCEANC	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000239886	KRTAP9-2	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000178175	ZNF366	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000010379	SLC6A13	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000140395	SKIC8	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000100814	CCNB1IP1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000147383	NSDHL	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000114626	ABTB1	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000001167	NFYA	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000139517	LNX2	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000167193	CRK	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000137100	DCTN3	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000167550	RHEBL1	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000185019	UBOX5	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
NA	NA	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000119929	CUTC	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000196313	POM121	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000198353	HOXC4	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000174306	ZHX3	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000163867	ZMYM6	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000122145	TBX22	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000083845	RPS5	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000175866	BAIAP2	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000073150	PANX2	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000112624	BICRAL	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000152601	MBNL1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000264522	OTUD7B	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000131503	ANKHD1	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000109079	TNFAIP1	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000165699	TSC1	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000205944	DAZ2	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000104413	ESRP1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000100320	RBFOX2	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000265190	ANXA8	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000116120	FARSB	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000103423	DNAJA3	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000143537	ADAM15	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000170881	RNF139	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000151023	ENKUR	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000142273	CBLC	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000146007	ZMAT2	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000162616	DNAJB4	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000214087	ARL16	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000008382	MPND	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000189091	SF3B3	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000112697	TMEM30A	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000143748	NVL	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000135974	C2orf49	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000131143	COX4I1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000229665	PRR20C	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000174231	PRPF8	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000185880	TRIM69	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000128482	RNF112	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000149257	SERPINH1	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000244687	UBE2V1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000115239	ASB3	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000140350	ANP32A	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000112981	NME5	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000142192	APP	0.56	 8	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000176386	CDC26	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000137575	SDCBP	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000162924	REL	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000185345	PRKN	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000100028	SNRPD3	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000165792	METTL17	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000165588	OTX2	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000163110	PDLIM5	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000152601	MBNL1	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
NA	NA	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000227151	PRR20D	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000258713	C20orf141	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000124217	MOCS3	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000109189	USP46	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000137075	RNF38	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000130544	ZNF557	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000187961	KLHL17	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000072182	ASIC4	0.56	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000275713	H2BC9	0.56	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000165588	OTX2	0.55	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000204389	HSPA1A	0.55	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000168066	SF1	0.55	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000104859	CLASRP	0.55	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000204388	HSPA1B	0.55	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000103342	GSPT1	0.55	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000052126	PLEKHA5	0.51	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000078328	RBFOX1	0.51	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000090061	CCNK	0.51	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000177045	SIX5	0.51	 4	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000131374	TBC1D5	0.51	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000183283	DAZAP2	0.51	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000182149	IST1	0.51	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000204469	PRRC2A	0.51	 4	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000204842	ATXN2	0.51	 4	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000168062	BATF2	0.51	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000149532	CPSF7	0.51	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000163374	YY1AP1	0.51	 4	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000166348	USP54	0.51	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000196313	POM121	0.49	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000165792	METTL17	0.49	 5	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000145335	SNCA	0.46	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000185345	PRKN	0.40	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000135315	CEP162	0.40	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000196498	NCOR2	0.40	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000105409	ATP1A3	0.37	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000196338	NLGN3	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000021300	PLEKHB1	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
