"interactorB.id"	"interactorB.approvedSymbol"	"score"	"interactionEvidenceEntries"	"gene"	"biologicalRole"
ENSG00000204178	MACO1	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000121570	DPPA4	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000196220	SRGAP3	0.37	 4	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000144381	HSPD1	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000125814	NAPB	0.37	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000163909	HEYL	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000108094	CUL2	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000266028	SRGAP2	0.37	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000167232	ZNF91	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000099917	MED15	0.37	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000122417	ODF2L	0.37	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000168395	ING5	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000175832	ETV4	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000079805	DNM2	0.37	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000109320	NFKB1	0.37	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000100739	BDKRB1	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000088387	DOCK9	0.37	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000013374	NUB1	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000124486	USP9X	0.37	 8	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000106976	DNM1	0.37	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000101040	ZMYND8	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000129422	MTUS1	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000074054	CLASP1	0.37	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000083535	PIBF1	0.37	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000198604	BAZ1A	0.37	 4	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000136560	TANK	0.37	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000103365	GGA2	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000131779	PEX11B	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000163697	APBB2	0.37	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000120688	WBP4	0.37	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000095787	WAC	0.37	 5	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000109920	FNBP4	0.37	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000138639	ARHGAP24	0.37	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000175866	BAIAP2	0.37	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000111961	SASH1	0.37	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000105647	PIK3R2	0.37	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000007923	DNAJC11	0.37	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000095637	SORBS1	0.37	 4	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000087087	SRRT	0.37	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000129071	MBD4	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000125846	ZNF133	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000148700	ADD3	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000115355	CCDC88A	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000170873	MTSS1	0.37	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000196235	SUPT5H	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000170035	UBE2E3	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000138777	PPA2	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000196935	SRGAP1	0.37	 4	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000196405	EVL	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000143507	DUSP10	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000168724	DNAJC21	0.37	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000122884	P4HA1	0.37	 5	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000112200	ZNF451	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000198718	TOGARAM1	0.37	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000183020	AP2A2	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000182195	LDOC1	0.37	 5	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000136261	BZW2	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000181555	SETD2	0.37	 4	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000198911	SREBF2	0.37	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000116604	MEF2D	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000152944	MED21	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000103852	TTC23	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000020922	MRE11	0.37	 5	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000163219	ARHGAP25	0.37	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000182923	CEP63	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000181090	EHMT1	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000109083	IFT20	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000147251	DOCK11	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000171453	POLR1C	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000115216	NRBP1	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000261150	EPPK1	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000128266	GNAZ	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000175792	RUVBL1	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000148498	PARD3	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000102981	PARD6A	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000131899	LLGL1	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000112038	OPRM1	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
NA	NA	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000142252	GEMIN7	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000137814	HAUS2	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
NA	NA	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000204569	PPP1R10	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000123560	PLP1	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000081870	IFT25	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000157020	SEC13	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000188612	SUMO2	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000182667	NTM	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000140365	COMMD4	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000249115	HAUS5	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000136238	RAC1	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000106211	HSPB1	0.35	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000134248	LAMTOR5	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000170027	YWHAG	0.35	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000010256	UQCRC1	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000105993	DNAJB6	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000112208	BAG2	0.35	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000178741	COX5A	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000161654	LSM12	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000072506	HSD17B10	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000109107	ALDOC	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000070756	PABPC1	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000215021	PHB2	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000149925	ALDOA	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000169067	ACTBL2	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000172260	NEGR1	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000166340	TPP1	0.35	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000147133	TAF1	0.89	11	"TBP"	"A:unspecified role, B:unspecified role"
NA	NA	0.82	 8	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000120656	TAF12	0.80	 5	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000166337	TAF10	0.79	 6	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000148835	TAF5	0.79	 5	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000115750	TAF1B	0.76	 5	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000143498	TAF1A	0.74	 4	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000165417	GTF2A1	0.74	 5	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000130699	TAF4	0.73	 4	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000167110	GOLGA2	0.72	 6	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000140307	GTF2A2	0.71	 3	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000166012	TAF1D	0.67	 3	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000103168	TAF1C	0.66	 3	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000185024	BRF1	0.66	 3	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000178913	TAF7	0.64	 3	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000106290	TAF6	0.64	 3	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000119335	SET	0.63	 4	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000116044	NFE2L2	0.63	 5	"TBP"	"A:unspecified role, B:unspecified role"
NA	NA	0.61	 4	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000104221	BRF2	0.59	 2	"TBP"	"A:unspecified role, B:unspecified role"
NA	NA	0.59	 2	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000137947	GTF2B	0.59	 2	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000142192	APP	0.56	 3	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000164885	CDK5	0.56	 3	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000147421	HMBOX1	0.56	 3	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000117155	SSX2IP	0.56	 3	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000104825	NFKBIB	0.56	 3	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000197386	HTT	0.56	 9	"TBP"	"A:unspecified role, B:unspecified role"
NA	NA	0.56	 3	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000107874	CUEDC2	0.56	 3	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000117505	DR1	0.56	 3	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000131467	PSME3	0.56	 3	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000117505	DR1	0.56	 3	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000117505	DR1	0.55	 2	"TBP"	"A:unspecified role, B:unspecified role"
NA	NA	0.54	 3	"TBP"	"A:unspecified role, B:unspecified role"
NA	NA	0.54	 1	"TBP"	"A:unspecified role, B:competitor"
NA	NA	0.54	 2	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000168283	BMI1	0.53	 2	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000107874	CUEDC2	0.53	 2	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000131467	PSME3	0.53	 2	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000141294	LRRC46	0.53	 3	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000273841	TAF9	0.53	 2	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000184486	POU3F2	0.53	 2	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000099817	POLR2E	0.53	 3	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000107223	EDF1	0.50	 2	"TBP"	"A:unspecified role, B:unspecified role"
NA	NA	0.44	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000082175	PGR	0.44	 1	"TBP"	"A:unspecified role, B:unspecified role"
NA	NA	0.44	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000165417	GTF2A1	0.44	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000082175	PGR	0.44	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000141510	TP53	0.44	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000147133	TAF1	0.44	 1	"TBP"	"A:unspecified role, B:unspecified role"
NA	NA	0.44	 1	"TBP"	"A:unspecified role, B:unspecified role"
NA	NA	0.44	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000187079	TEAD1	0.44	 1	"TBP"	"A:unspecified role, B:unspecified role"
NA	NA	0.44	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000113722	CDX1	0.40	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000189403	HMGB1	0.40	 1	"TBP"	"A:unspecified role, B:unspecified role"
NA	NA	0.40	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000108953	YWHAE	0.40	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000107223	EDF1	0.40	 1	"TBP"	"A:unspecified role, B:unspecified role"
NA	NA	0.40	 2	"TBP"	"A:unspecified role, B:unspecified role"
NA	NA	0.40	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000107223	EDF1	0.40	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000135679	MDM2	0.40	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000141510	TP53	0.40	 2	"TBP"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000173805	HAP1	0.37	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000154832	CXXC1	0.37	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000075702	WDR62	0.37	 1	"TBP"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 1	"TBP"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 1	"TBP"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 1	"TBP"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 1	"TBP"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 1	"TBP"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000122728	TAF1L	0.37	 1	"TBP"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000147378	FATE1	0.37	 1	"TBP"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 1	"TBP"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000001626	CFTR	0.37	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000160963	COL26A1	0.37	 1	"TBP"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000120948	TARDBP	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000152382	TADA1	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000119760	SUPT7L	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000171148	TADA3	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000145734	BDP1	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000109101	FOXN1	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000181222	POLR2A	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000105085	MED26	0.35	 5	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000138080	EMILIN1	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000163961	RNF168	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000095564	BTAF1	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000168214	RBPJ	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000187735	TCEA1	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000180891	CUEDC1	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000134970	TMED7	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000064995	TAF11	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000129654	FOXJ1	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000163564	PYHIN1	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000104825	NFKBIB	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000129514	FOXA1	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000147065	MSN	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000123584	MAGEA9	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000167526	RPL13	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000120656	TAF12	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000114861	FOXP1	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000091831	ESR1	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000070770	CSNK2A2	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000087086	FTL	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000204256	BRD2	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000144231	POLR2D	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000241258	CRCP	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000125753	VASP	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000065970	FOXJ2	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000064313	TAF2	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000120656	TAF12	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000122679	RAMP3	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000147669	POLR2K	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000163807	KIAA1143	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000166484	MAPK7	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000103168	TAF1C	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000013503	POLR3B	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000125651	GTF2F1	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000171453	POLR1C	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000138231	DBR1	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000141568	FOXK2	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000175550	DRAP1	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000164088	PPM1M	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000187325	TAF9B	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
NA	NA	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000165632	TAF3	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000141384	TAF4B	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000125952	MAX	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000204287	HLA-DRA	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000141570	CBX8	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000173465	ZNRD2	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000020426	MNAT1	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000047315	POLR2B	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000108654	DDX5	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000216490	IFI30	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000100413	POLR3H	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000270647	TAF15	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000132664	POLR3F	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000103591	AAGAB	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000189186	DCAF8L2	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000102387	TAF7L	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000186141	POLR3C	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000148737	TCF7L2	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000138315	OIT3	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000113356	POLR3G	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000114388	NPRL2	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000168495	POLR3D	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000267978	MAGEA9B	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000149634	SPATA25	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000157540	DYRK1A	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000172775	PSME3IP1	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000135801	TAF5L	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000148606	POLR3A	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000137413	TAF8	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000145414	NAF1	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000177700	POLR2L	0.35	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000134480	CCNH	0.32	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000104884	ERCC2	0.32	 2	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000120690	ELF1	0.27	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000109381	ELF2	0.27	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000277775	H3C7	0.27	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000286522	H3C2	0.27	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000274750	H3C6	0.27	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000197409	H3C4	0.27	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000287080	H3C3	0.27	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000197153	H3C12	0.27	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000278828	H3C10	0.27	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000146872	TLK2	0.27	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000275714	H3C1	0.27	 1	"TBP"	"A:unspecified role, B:unspecified role"
ENSG00000273983	H3C8	0.27	 1	"TBP"	"A:unspecified role, B:unspecified role"
